book,chapter,verse,chokri,english,source
2CO,7,2,"Ha yiyi te; ha mipühri küdo mo, ha mipühri thi müshü va mo, ha mipühri swu va mo,",Open your hearts to us. We wronged no one. We corrupted no one. We took advantage of no one.,Bible_NAG5BSI_WEB
2CO,7,3,I nieko künga ton hiko po mo; vele thadzüri nieko ce potsü nieko ha mülülü ba sühyo mu ha niezü sari rhüri to.,"I say this not to condemn you, for I have said before, that you are in our hearts to die together and live together.",Bible_NAG5BSI_WEB
2CO,7,4,"I nieko ce thüpushü no dzü poyo, I nieko la kümüko yo, I nieko la alü lu yiyo, I uko kümüzhie küyiko lüri anü phayiküho thite.",Great is my boldness of speech toward you. Great is my boasting on your behalf. I am filled with comfort. I overflow with joy in all our affliction.,Bible_NAG5BSI_WEB
2CO,7,5,"Siyo ha Macedonia lü votsü ce thümo co kürülü ngoyi mo vele lucohico kümüzheyi, chozou mizüh kütü mu thülüo müprü ta.","For even when we had come into Macedonia, our flesh had no relief, but we were afflicted on every side. Fightings were outside. Fear was inside.",Bible_NAG5BSI_WEB
2CO,7,6,Sizori Jihova mi khaküvako tho mülu yo küzhoo no Titus po vori tsüla ha nüyi;,"Nevertheless, he who comforts the lowly, God, comforted us by the coming of Titus;",Bible_NAG5BSI_WEB
2CO,7,7,"Pü küvo lübi la mo vele pü nieko yo thülükülu ngoküyila ri zo, nieko a müri küba, nieko akri küba, nieko ala ulünyi kübako she küsüce anü küchüh sa zo.","and not by his coming only, but also by the comfort with which he was comforted in you, while he told us of your longing, your mourning, and your zeal for me; so that I rejoiced still more.",Bible_NAG5BSI_WEB
2CO,7,8,"I lüsi tho küsüo nieko lü thi müzhie va zori alütsakhu tamo, vele alümüzhie ri tazo: süo pütü dopüh la zoleri nieko lü thimüshü ta tsüla.","For though I made you sorry with my letter, I do not regret it, though I did regret it. For I see that my letter made you sorry, though just for a while.",Bible_NAG5BSI_WEB
2CO,7,9,"Tsüeno a nüte, süo nieko lü thimüshü küsü la mo, vele nieko lüzhie pün thülü küdeküyi la, nie lüzhie küthoo pü küyila, sino hala mhapühlüri nie thi müshüva kümo la.","I now rejoice, not that you were made sorry, but that you were made sorry to repentance. For you were made sorry in a godly way, that you might suffer loss by us in nothing.",Bible_NAG5BSI_WEB
2CO,7,10,"Kükrelamole küthoo lüzhie uthi püh ulü küde khi külaküyi cholü voyiyo mu süla uro tayo mo, vele ciedzüo lüzhie no küsa püh voyo.","For godly sorrow works repentance to salvation, which brings no regret. But the sorrow of the world works death.",Bible_NAG5BSI_WEB
2CO,7,11,"Siyo hiehe kütho lüzhie hio didü nie thi mve süshi, nie lü thi münyi püh dipü thisüshi, didüri nietho nie thi kümüziyi shi, ie nielü rüda dipü thishi, mükrü dipü thishi, mi münyü küdipü thishi, nierha thi küdipü thishi, kümüzhie dipü thishi, hi mütülü nie jomo zo kütsü tha mika süve.","For behold, this same thing, that you were made sorry in a godly way, what earnest care it worked in you. Yes, what defense, indignation, fear, longing, zeal, and vengeance! In everything you demonstrated yourselves to be pure in the matter.",Bible_NAG5BSI_WEB
2CO,7,12,"Süla I hidzü tho küsüo mha küshü thi küvao la mo, mori püyo küshü thi küvao lari mo, vele nie hala nie lünyiyo küzho püh Jihova mhüdzülü müshe sü küto la zo.","So although I wrote to you, I wrote not for his cause that did the wrong, nor for his cause that suffered the wrong, but that your earnest care for us might be revealed in you in the sight of God.",Bible_NAG5BSI_WEB
2CO,7,13,"Süla ha thokümülu ngoyi. Halü külu mho Titus künüo la hanü küchüsa, kükrelamole nieko mütü la püpo ulü münütshü küyi la.","Therefore we have been comforted. In our comfort we rejoiced the more exceedingly for the joy of Titus, because his spirit has been refreshed by you all.",Bible_NAG5BSI_WEB
2CO,7,14,"I püce nieko chuhza küsüko la a po münga tamo, vele ha niece po küsüko mütü kütho tsübi, ha Titus cie nie chuh küsüko kütho tsü thasüte.","For if in anything I have boasted to him on your behalf, I was not disappointed. But as we spoke all things to you in truth, so our glorying also which I made before Titus was found to be truth.",Bible_NAG5BSI_WEB
2CO,7,15,"Pülü püh nieko tsüsa pfü bate, nieko mütü pü dzüzü mu mükrü sai rüshü pü zü küyi la.","His affection is more abundantly toward you, while he remembers all of your obedience, how with fear and trembling you received him.",Bible_NAG5BSI_WEB
2CO,7,16,I mha mütü lü nie mülüyi veküta la anüri te.,I rejoice that in everything I am of good courage concerning you.,Bible_NAG5BSI_WEB
PHP,2,1,"Süla Khrista yolü thelü hüketi dzü hu ri, thelü thokemelu dzü, mu lüsülüzhe lüno küpa huri, Ropü lüno kezüh püh kethi huri mu ngokemezhe huri neko dolü bayo.","If there is therefore any exhortation in Christ, if any consolation of love, if any fellowship of the Spirit, if any tender mercies and compassion,",Bible_NAG5BSI_WEB
PHP,2,2,"Nekelü kemhade kekhrü pühkhrü, kelürhüh de lüpüh thiyi yo a kenüo neyo tsühyito.","make my joy full, by being like-minded, having the same love, being of one accord, of one mind;",Bible_NAG5BSI_WEB
PHP,2,3,Kengomu mori utho u lükerükrü de mhathitahi deri ne lü rünu sa no huniehu yi sü nece veku le lüyite.,"doing nothing through rivalry or through conceit, but in humility, each counting others better than himself;",Bible_NAG5BSI_WEB
PHP,2,4,"Silizo kehopühri netho ne rülelübi lü tahino, mi rülü ri lüyite.","each of you not just looking to his own things, but each of you also to the things of others.",Bible_NAG5BSI_WEB
PHP,2,5,Jisu Khrista kelüo khi nelü süpü tayite.,"Have this in your mind, which was also in Christ Jesus,",Bible_NAG5BSI_WEB
PHP,2,6,Püe Kemenupü bi zo ri kemeda lüno Kemenupü züh kethedü le lümo,"who, existing in the form of God, didn't consider it robbery to be equal with God,",Bible_NAG5BSI_WEB
PHP,2,7,Sivele Pü tho Püthipüh thümanu thi mu mijümi thide Pü thi müdi.,"but emptied himself, taking the form of a servant, being made in the likeness of men.",Bible_NAG5BSI_WEB
PHP,2,8,Mu Pü thikerünu püh thüma mhügo lü thüma zhorüle bidie kesalüri dzüzüh thi no cross yo ri sasü.,"And being found in human form, he humbled himself, becoming obedient to death, yes, the death of the cross.",Bible_NAG5BSI_WEB
PHP,2,9,Süla Kemenupü ri Pü thi mülesü mu püza thipüh metü pi thisüve.,"Therefore God also highly exalted him, and gave to him the name which is above every name;",Bible_NAG5BSI_WEB
PHP,2,10,"Kekrelamori tüyo ketako ri, cedzü ketako ri mu jükhro keta metüko ri Jisu zalü chütüketo na.","that at the name of Jesus every knee should bow, of those in heaven, those on earth, and those under the earth,",Bible_NAG5BSI_WEB
PHP,2,11,Kehopüh ri Jisu Khrista hi Niepoo zo le lüketi u talü po tsode Kemenupü u Poo po zale püyi keto na.,"and that every tongue should confess that Jesus Christ is Lord, to the glory of God the Father.",Bible_NAG5BSI_WEB
PHP,2,12,"Silizo a khrüko neko a mhüngoce dzüzüo lü kebalübi mo le a kedisano süceri dzüzü lü ba müfüyi mozosü, N kelakeyio la mi khriprüh mu rüsürüsa die mhathiyite.","So then, my beloved, even as you have always obeyed, not only in my presence, but now much more in my absence, work out your own salvation with fear and trembling.",Bible_NAG5BSI_WEB
PHP,2,13,Kekrelamori Kemenupü npo Pü nü Pü medoko thizoketo na Pütho n kenhü süve.,"For it is God who works in you both to will and to work, for his good pleasure.",Bible_NAG5BSI_WEB
PHP,2,14,Süla panyoparo mu kepali tahino mha kehopüh ri thiyite.,"Do all things without murmurings and disputes,",Bible_NAG5BSI_WEB
PHP,2,15,Siyi yo nie cejü hio lü müzikümo mu u lü kürüzho kütako dolü mesa mu mejokühomi thi Kemenupü nunie thi bayito.,"that you may become blameless and harmless, children of God without blemish in the midst of a crooked and perverse generation, among whom you are seen as lights in the world,",Bible_NAG5BSI_WEB
PHP,2,16,"Nieko kürhühprei dzüo thüzühbei baküyi yolü Khrista zho nha apo anüyito, I kemechü püh na tata mo, mori püco kedi püh lü no mhathi ta kemo na.","holding up the word of life; that I may have something to boast in the day of Christ, that I didn't run in vain nor labor in vain.",Bible_NAG5BSI_WEB
PHP,2,17,Ye mhanuü a kehü hio püh nie kemelü rütho püh thi die a za mükrüh to le mha sheri a nü mu nieko mütü zü a nü zoto.,"Yes, and if I am poured out on the sacrifice and service of your faith, I rejoice, and rejoice with you all.",Bible_NAG5BSI_WEB
PHP,2,18,Süsübi nieko nü bayi mu a züh nieko nüyi zü.,"In the same way, you also rejoice, and rejoice with me.",Bible_NAG5BSI_WEB
PHP,2,19,"Niepo Jisu tho Timothy ketsüh meze püh nieko ce süketo meri ba, silize a pori nieko metü dzu sepüh a nü yiketo na.","But I hope in the Lord Jesus to send Timothy to you soon, that I also may be cheered up when I know how you are doing.",Bible_NAG5BSI_WEB
PHP,2,20,Nieko dzüve lü kethoketi pü kemha püh ri bamo zo.,"For I have no one else like-minded, who will truly care about you.",Bible_NAG5BSI_WEB
PHP,2,21,Kekrekoe Jisu Khrista la mo le u tho u meve la ta yo.,"For they all seek their own, not the things of Jesus Christ.",Bible_NAG5BSI_WEB
PHP,2,22,"Deri nieko Timothy se mve ba, püe a züh pükrü pünu bi dzüyikeve mhatho thi vori.","But you know the proof of him, that, as a child serves a father, so he served with me in furtherance of the Gospel.",Bible_NAG5BSI_WEB
PHP,2,23,Süna a rüle kedipüh bi toshi seyimütha I püketsüh sü keto lü ba.,"Therefore I hope to send him at once, as soon as I see how it will go with me.",Bible_NAG5BSI_WEB
PHP,2,24,Mu I Niepoo mülü keti a tho zo ri mücho mo die nieko ce vota keto meri ba.,But I trust in the Lord that I myself also will come shortly.,Bible_NAG5BSI_WEB
PHP,2,25,"Sizori, a sazüo, a züh die yitho thi mu Khrista thipahi thikezho, nieko dzüyi khi kevori yo mu a thathi ce a thekü kesüo Epaphroditus ketsüh püh nieko ce sü keto lü ba.","But I counted it necessary to send to you Epaphroditus, my brother, fellow worker, fellow soldier, and your apostle and minister to my need;",Bible_NAG5BSI_WEB
PHP,2,26,"Pü ri nieko menyü phi ba, siyo pü sükeyi dzü nieko po sekeva na ri sa pü lü kemezhe ba.","since he longed for you all, and was very troubled, because you had heard that he was sick.",Bible_NAG5BSI_WEB
PHP,2,27,"Pü mhathi shü va ketho, pü sa ta nuzo, deri Kemenupüe pü phimezhe sü, mu pü lübi mole a po ri a thü shüsamo keto na a ri phimezhe sü.","For indeed he was sick, nearly to death, but God had mercy on him; and not on him only, but on me also, that I might not have sorrow on sorrow.",Bible_NAG5BSI_WEB
PHP,2,28,"I ri pü ketsü sünsa die khükeho thi bate, süosü nieko po ri pü ngolasü no nieko nüyi mu a po ri a lünyi mütsayiketo na.","I have sent him therefore the more diligently, that, when you see him again, you may rejoice, and that I may be the less sorrowful.",Bible_NAG5BSI_WEB
PHP,2,29,"Süla nieko ri Niepo yolü nenüsai die pü züyite, mu thüma hikemhami rhosüte.","Receive him therefore in the Lord with all joy, and hold such in honor,",Bible_NAG5BSI_WEB
PHP,2,30,"Kekrelamori nieko a yo thinsa die thihokebao püe thisüto le pü kehü püh kemethi lü sü, mu Khrista yithoo na sata nu zo keti na.","because for the work of Christ he came near to death, risking his life to supply that which was lacking in your service toward me.",Bible_NAG5BSI_WEB
COL,3,1,"Mhace neko Khrista zü rhü süta lize, mesoyo keta zhüko phute, sülü Khrista Jihova po uzalaco ba ketao.","If then you were raised together with Christ, seek the things that are above, where Christ is, seated on the right hand of God.",Bible_NAG5BSI_WEB
COL,3,2,"Ne kelü (ne mhatho) ko mesoyo ketakola thite, mu cejülü keta zhüko mori.","Set your mind on the things that are above, not on the things that are on the earth.",Bible_NAG5BSI_WEB
COL,3,3,"Kekrelamori neko satate, mu nekerhüro Khrista yo no Jihova celü kevapü metate;","For you died, and your life is hidden with Christ in God.",Bible_NAG5BSI_WEB
COL,3,4,"Khrista uko kehüo mhüngo thi kevori ce, süce neko sheri zapozale kethilü mimhüngo thi tato.","When Christ, our life, is revealed, then you will also be revealed with him in glory.",Bible_NAG5BSI_WEB
COL,3,5,"Süla nethi nepho mesa vate, cejülü kebace, keregü kerezhü, mesa kemo, thizü kemo kethiko, ukethükeho mhakesu kethi, keregü, kemeho, süko therü marhe kereshü zo tila.","Put to death therefore your members which are on the earth: sexual immorality, uncleanness, depraved passion, evil desire, and covetousness, which is idolatry;",Bible_NAG5BSI_WEB
COL,3,6,Mha süko la Jihova lüda jüzü kemo nuneko vota.,for which things' sake the wrath of God comes on the children of disobedience.,Bible_NAG5BSI_WEB
COL,3,7,"Nekori pütühu sülü ta, mu sülü hü.","You also once walked in those, when you lived in them;",Bible_NAG5BSI_WEB
COL,3,8,"Vele tsühi neko süko khave, thelü kereda, lekhu mi nümo kethi, Niepoo Po merho ti, mesakemo rethi, neko talü.","but now you also put them all away: anger, wrath, malice, slander, and shameful speaking out of your mouth.",Bible_NAG5BSI_WEB
COL,3,9,"Hunehu yo kemeda pohi, pü mhatholü thüma kevüo khi kevala.","Don't lie to one another, seeing that you have put off the old man with his doings,",Bible_NAG5BSI_WEB
COL,3,10,"Mu thüma kesa thite, pü uthi kesü hü thi kesa lülü keyi mhaselü.","and have put on the new man, that is being renewed in knowledge after the image of his Creator,",Bible_NAG5BSI_WEB
COL,3,11,"Greek miri kremo, mori Jewmi sheri, yi kerü mori yirü kemo sheri, barbarian, Scythian mi, thejümi mu ukekha kedimi sheri kekreho; vele Khrista yo metü kemhate, mu metülü.","where there can't be Greek and Jew, circumcision and uncircumcision, barbarian, Scythian, bondservant, freeman; but Christ is all, and in all.",Bible_NAG5BSI_WEB
COL,3,12,"Jihova keda keyi bi khi bemene yite, mesa mu kekhrüko, uralü phi kemezheko, ketsükeve, ulü kemeko kemo, menü nu, shügüsühe.","Put on therefore, as God's chosen ones, holy and beloved, a heart of compassion, kindness, lowliness, humility, and perseverance;",Bible_NAG5BSI_WEB
COL,3,13,"Hunehu la mhalü ti, hunehu kejova, mhace thüma hu mi metsu ti ba lize, Khrista ne kejo va kesübi, sübi neko hunehu yo thi süte.","bearing with one another, and forgiving each other, if any man has a complaint against any; even as Christ forgave you, so you also do.",Bible_NAG5BSI_WEB
COL,3,14,"Mhasüko metü pi kevaphi ti kekhrü, phakesapü vetsü tso keyi.","Above all these things, walk in love, which is the bond of perfection.",Bible_NAG5BSI_WEB
COL,3,15,"Jihova celü thelü kereyi po ne melülü ba yite, neko cüpü sülü sükeyi la, themo püte, mu ne mi meza saite.","And let the peace of God rule in your hearts, to which also you were called in one body; and be thankful.",Bible_NAG5BSI_WEB
COL,3,16,"Khrista jüpo nelü hü yite ketsü keve nephiti, metha mu hunehu tarho, tsale mu lithi rüpü tsaleko ne melülü kekhrü ba de tsale thipü Niepoo ce süte.","Let the word of Christ dwell in you richly; in all wisdom teaching and admonishing one another with psalms, hymns, and spiritual songs, singing with grace in your heart to the Lord.",Bible_NAG5BSI_WEB
COL,3,17,"Ne mhatho mori jülü she dipü thi sheri Jisu zalü thi zote, kethezü pü Jihova tsüte, pü u Po zoti la.","Whatever you do, in word or in deed, do all in the name of the Lord Jesus, giving thanks to God the Father, through him.",Bible_NAG5BSI_WEB
COL,3,18,"Micemi neko nenopu neko khro tayite, Niepoo celü süo pü zotila.","Wives, be in subjection to your husbands, as is fitting in the Lord.",Bible_NAG5BSI_WEB
COL,3,19,"Mi nopu neko, necemi neko khrüyi te, mu uko metsu khu mezü ta hite.","Husbands, love your wives, and don't be bitter against them.",Bible_NAG5BSI_WEB
COL,3,20,"Natsiko mha metülü nekrü neko jüzü thite, kekrelamori Niepoo hio pünü zo tila.","Children, obey your parents in all things, for this pleases the Lord.",Bible_NAG5BSI_WEB
COL,3,21,"Mipo neko ne nuneko lüva kereda hite, molize uko umelü thepu mo tato.","Fathers, don't provoke your children, so that they won't be discouraged.",Bible_NAG5BSI_WEB
COL,3,22,"Mi thekümiko mha metülü ne niepomi füzü thiyi te, uthi upho zhorele bi, umhüngoce lebi mo, thüma nü medo kethiko bita mode, vele umelü pü lebi khi, Jihova mpe tilü.","Servants, obey in all things those who are your masters according to the flesh, not just when they are looking, as men-pleasers, but in singleness of heart, fearing God.",Bible_NAG5BSI_WEB
COL,3,23,"Ne mhakehopü thi sheri, nenüde thite, Niepoo lano zitilü, mu thüma lano zi mode.","And whatever you do, work heartily, as for the Lord, and not for men,",Bible_NAG5BSI_WEB
COL,3,24,"Niepoo celü zhokhro kalü ngoyi keto seba ketabi, kekrelamori neko Niepoo Khrista choyi thiba.",knowing that from the Lord you will receive the reward of the inheritance; for you serve the Lord Christ.,Bible_NAG5BSI_WEB
COL,3,25,Vele kekri keti mhatho kethiko kekri tilü mhangoyi to; mu thüma celü thechuthero ngoyi ho.,"But he who does wrong will receive again for the wrong that he has done, and there is no partiality.",Bible_NAG5BSI_WEB
HEB,8,1,"Hice uko kepo keba hiohi metü rhükesa kesüo zo, uko thevo kerekrü püba, pü tüyo kekuthoo kedeba püza (pübo püza) laco bate.","Now in the things which we are saying, the main point is this. We have such a high priest, who sat down on the right hand of the throne of the Majesty in the heavens,",Bible_NAG5BSI_WEB
HEB,8,2,"Kereshübalü choyithi, kereshüce kethoo thebe pü thi kemo, Niepoo tho thikesüo.","a minister of the sanctuary, and of the true tabernacle, which the Lord pitched, not man.",Bible_NAG5BSI_WEB
HEB,8,3,"Kekrelamori thevo kezhoo kehopüri püpo rütho khasü ketola pü kedasü, süla thümo hio püpo thisü moze kesu rütho ne.",For every high priest is appointed to offer both gifts and sacrifices. Therefore it is necessary that this high priest also have something to offer.,Bible_NAG5BSI_WEB
HEB,8,4,"Kekrelamori mhaceno pü cejülü thüma lize, pü thevo thilho, thevomiko rütho khakesü thezho püba.","For if he were on earth, he would not be a priest at all, seeing there are priests who offer the gifts according to the law;",Bible_NAG5BSI_WEB
HEB,8,5,"Thaka kesü tüyo pükhri püzo Jihova (Jihova) Moses mese kesü, pü jüfüce methüsü toli kezü tülü, pete side posü, “cejütuyo pühüko thapü n meka kesübi no metüko tsübi thi süte” zisü.","who serve a copy and shadow of the heavenly things, even as Moses was warned by God when he was about to make the tabernacle, for he said, ""See, you shall make everything according to the pattern that was shown to you on the mountain.""",Bible_NAG5BSI_WEB
HEB,8,6,"Vele tsühi yitho ve rekriku püpo ngoyite, jükho veku keta thedolü vetho pü thisü jü phrapü kemeta veku tio yo thi kesü.","But now he has obtained a more excellent ministry, by so much as he is also the mediator of a better covenant, which has been enacted on better promises.",Bible_NAG5BSI_WEB
HEB,8,7,"Mhace jükho therao kekriti di lize, süsasü kenao phusamo sheri ve.","For if that first covenant had been faultless, then no place would have been sought for a second.",Bible_NAG5BSI_WEB
HEB,8,8,"Kekrelamori kekri keba ngoyi ketala, püpo kesü, “hihe, pü tüpü vori züho, Niepoo posü I jükho kesapü Isreal cekro züde kefükho tato, mu Judah cekro sheri.","For finding fault with them, he said, ""Behold, the days come,"" says the Lord, ""That I will make a new covenant with the house of Israel and with the house of Judah;",Bible_NAG5BSI_WEB
HEB,8,9,"Thajü jükho I uko potsaneko zü thikesü, I uko Egypt cejülü kebace uko bece püpra kesü tülü kethi jükhoo kemo, kekrepü, kekrelamori uko jükho süo zü tamo ketala mu I uko saphrita mote,” Niepoo poyo.","Not according to the covenant that I made with their fathers, In the day that I took them by the hand to lead them out of the land of Egypt; For they didn't continue in my covenant, And I disregarded them,"" says the Lord.",Bible_NAG5BSI_WEB
HEB,8,10,"Kekrelamori I jükho hiohi pütü hisalü Isreal cekro zü thi tato; Niepoo poyo, I a thezhoko khapü u kelülü sü tato mu uko melü kolü thosü tato; mu I thüma Rüo thito mu uko ala thüma kropü thi tato (athüma thitato).","""For this is the covenant that I will make with the house of Israel. After those days,"" says the Lord; ""I will put my laws into their mind, I will also write them on their heart. I will be to them a God, And they will be to me a people.",Bible_NAG5BSI_WEB
HEB,8,11,"Mu uko usüzanumi metha mo tato, mu thümako sheri utho usazüjürako methamo tato, po kesü Niepoo seyite, kekrelamori uko metü ase ketala, kenithoo tavo kezhothoo ketso.","They will not teach every man his fellow citizen, Every man his brother, saying, 'Know the Lord,' For all will know me, From the least of them to the greatest of them.",Bible_NAG5BSI_WEB
HEB,8,12,"Kekrelamori I uko mezikemoko phimezhe phisü tato, mu uko kephomako, uko mesa kemo kejokemuko I rekra samo tato.","For I will be merciful to their unrighteousness. I will remember their sins and lawless deeds no more.""",Bible_NAG5BSI_WEB
HEB,8,13,"Pü sülü po kesü, jükho kesapü, pü thera thi kevü süve; tsühi süo cereta mu dita keto kerede süte.","In that he says, ""A new covenant,"" he has made the first old. But that which is becoming old and grows aged is near to vanishing away.",Bible_NAG5BSI_WEB
JAS,3,1,"A züneko, mi kükro kümüthami thi hi, kükrelamole u mi müthao kütsüko kütso mürühku kütosheba küta la.","Let not many of you be teachers, my brothers, knowing that we will receive heavier judgment.",Bible_NAG5BSI_WEB
JAS,3,2,"U mütüh mha kükrolü kükri tayo, mhanuü mi pühne pü dzüpolü kükrio moleo, pü vetsü kütsümite, pü umo photüh ri kükhayi ve.","For in many things we all stumble. If anyone doesn't stumble in word, the same is a perfect man, able to bridle the whole body also.",Bible_NAG5BSI_WEB
JAS,3,3,"Mha kütsüne püh khi gura ta khayi kütace pü u dzüzüyi yo, side pü resü u müdolü voyiyo.","Indeed, we put bits into the horses' mouths so that they may obey us, and we guide their whole body.",Bible_NAG5BSI_WEB
JAS,3,4,"Lüsüte, ru tho zhophi bari tükhra khrade po hüpü tazo ri ru küthomi ru küthosüh kütsüne püh püh ru repüh pü müdo co voyiyo.","Behold, the ships also, though they are so big and are driven by fierce winds, are yet guided by a very small rudder, wherever the pilot desires.",Bible_NAG5BSI_WEB
JAS,3,5,"Sükümha u müyi ri u moyo zatsüh pühzo, vele kümüha swü kütsü poyi yo, lüsüte, me ne püh yolü kütsa küdithüdü ri tovayo mu!.","So the tongue is also a little member, and boasts great things. See how a small fire can spread to a large forest!",Bible_NAG5BSI_WEB
JAS,3,6,"U müyi ri me pühzo, u mo yolü zatsüh dolü umüyi-e küphoma cejülü tate. Süo umo mütü thi mürho vayo. Mu u kühüzhorüle zho mütü tovayo, süo meza meo lü tovayo.","And the tongue is a fire. The world of iniquity among our members is the tongue, which defiles the whole body, and sets on fire the course of nature, and is set on fire by Gehenna.",Bible_NAG5BSI_WEB
JAS,3,7,"Thümae thi müra, guküta khonu mu dzüküzholü küta lümi kükhayi ve, mu thümae süko kükha vozü zo.","For every kind of animal, bird, creeping thing, and thing in the sea, is tamed, and has been tamed by mankind.",Bible_NAG5BSI_WEB
JAS,3,8,"Vele mipüh ri umüyi kükhayi mozo, süsü müyhumüzhe küta mhaküshü püh zo mu küsa rüh tshuzo","But nobody can tame the tongue. It is a restless evil, full of deadly poison.",Bible_NAG5BSI_WEB
JAS,3,9,Süo pühu Poo mu Nepoo tshuyo mu süo püh Jihova rhilü thiküyi thüma ri rüswü tayo.,"With it we bless our God and Father, and with it we curse men, who are made in the image of God.",Bible_NAG5BSI_WEB
JAS,3,10,"Tapühlü jopüh mi kütsü mu mi rüswü kütsü ri paiyo. A züneko, mhahiko hizi zü mozo.","Out of the same mouth comes forth blessing and cursing. My brothers, these things ought not to be so.",Bible_NAG5BSI_WEB
JAS,3,11,Dzüpra cepühlü dzüsi mu dzükhu pai ve me?,Does a spring send out from the same opening fresh and bitter water?,Bible_NAG5BSI_WEB
JAS,3,12,"A züneko, chüdühbo yolü Olive she mori khubero yo chüdüh zhüyi ve me? Küza dzülü dzüsi krüpayo mo.","Can a fig tree, my brothers, yield olives, or a vine figs? Thus no spring yields both salt water and fresh water.",Bible_NAG5BSI_WEB
JAS,3,13,Ne dolü somine mhashe mu mhaco mhala sheyo? Pü po kühü zhorüle küve süo mününu kütsü mhashe yolü küvo mhatho tha mi kasüte.,Who is wise and understanding among you? Let him show by his good conduct that his deeds are done in gentleness of wisdom.,Bible_NAG5BSI_WEB
JAS,3,14,Vele ne lülü mi ngo uro swü kütsü mu utho uzhozhü lüphüh kütsü baleo süsüla kümüha hi mu küthoo püh kümüda thiva hi.,"But if you have bitter jealousy and selfish ambition in your heart, don't boast and don't lie against the truth.",Bible_NAG5BSI_WEB
JAS,3,15,"Si kütsü mhasheo müsoyolü kimo mu Ropü ceco mo, vele cejüo ceco muthürüküshü ceco zo.","This wisdom is not that which comes down from above, but is earthly, sensual, and demonic.",Bible_NAG5BSI_WEB
JAS,3,16,Kükrelamole mi ngo uro kütsü mu utho uzhozhü külü kübara kübvüküli mu mhaküshü dolümi bayo kütsüla.,"For where jealousy and selfish ambition are, there is confusion and every evil deed.",Bible_NAG5BSI_WEB
JAS,3,17,"Vele müsoyolü küki mhashee thürao müsa, süsa küzüküve, uzhoküve, küdzüzüyi kürüyi, mi phikümüzhe tshu küpü mu u mhatho she küzhü, unü shemükre kümo mu küthüzaküthüra kümo zo.","But the wisdom that is from above is first pure, then peaceful, gentle, reasonable, full of mercy and good fruits, without partiality, and without hypocrisy.",Bible_NAG5BSI_WEB
JAS,3,18,Küzüveo kütsümi küzüve de kümatho she lüsüyo.,Now the fruit of righteousness is sown in peace by those who make peace.,Bible_NAG5BSI_WEB
JAS,4,1,Dipühla ne dolü küzhe mu küpali kütsü sütayo? Ne münyü yolü ne dolü küzhe bata mo me?,Where do wars and fightings among you come from? Don't they come from your pleasures that war in your members?,Bible_NAG5BSI_WEB
JAS,4,2,"Ne mha münyüyo vele süko bamo. Süla mi dokhriyo, mu mha mühoyo, vele ngoyi yomo. Süla ne küzhe mu küpaliyo. Sin ne ngoyi mo, kükrelamole ne choyo mo.","You lust, and don't have. You kill, covet, and can't obtain. You fight and make war. You don't have, because you don't ask.",Bible_NAG5BSI_WEB
JAS,4,3,"Ne choyo siri ngoyiyo mo, kükrelamole ne ngo küyi püh ne nü ne nyüko thinyüsa de cho küzüo choyo mo.","You ask, and don't receive, because you ask with wrong motives, so that you may spend it for your pleasures.",Bible_NAG5BSI_WEB
JAS,4,4,Kürügü kürüzhümiko! cejüo zü khretho küthie Jihova ngomvu zo kütsü she mo me? Süla kühopühri cejüo zü khretho küthimi pütho püpüh Jihova mürhami thitayo.,"You adulterers and adulteresses, don't you know that friendship with the world is enmity with God? Whoever therefore wants to be a friend of the world makes himself an enemy of God.",Bible_NAG5BSI_WEB
JAS,4,5,Mori Ropü khapüh uyolü süküvao uroküne münyü Kütholisi po küsü kümüchü püh zo kütsü lüyo me?,"Or do you think that the Scripture says in vain, ""The Spirit who lives in us yearns jealously""?",Bible_NAG5BSI_WEB
JAS,4,6,"Sileri pü ngokümüzhe khamükro süyo. Süla Kütholüsi po kütsü, Jihova kümüko kütsümi müsüh thiyo, ngokümüzhe püh rünusai kütsümi tsüyo.","But he gives more grace. Therefore it says, ""God resists the proud, but gives grace to the humble.""",Bible_NAG5BSI_WEB
JAS,4,7,"Ne khapüh Jihova tsüyi. Thürüküshü müsüh thiyi. Sileo pü ne thürhü tato,","Be subject therefore to God. But resist the devil, and he will flee from you.",Bible_NAG5BSI_WEB
JAS,4,8,"Jihova müno voyi, sio Pü ri ne müno voyi to. Vajokütako, ne be thikümüsayi, lü künako ne lü thikümüsayi.","Draw near to God, and he will draw near to you. Cleanse your hands, you sinners; and purify your hearts, you double-minded.",Bible_NAG5BSI_WEB
JAS,4,9,"Ne thükri thiyi, nelü kümüzheyi mu kraite, ne künyüpüh kükra thiyi mu ne künü po thüjüküzü thita te.","Lament, mourn, and weep. Let your laughter be turned to mourning, and your joy to gloom.",Bible_NAG5BSI_WEB
JAS,4,10,Nepoo mhüdzülü netho ne thipüh nünusai sileo Pü ne müsü süto.,"Humble yourselves in the sight of the Lord, and he will exalt you.",Bible_NAG5BSI_WEB
